;Job_description;Label_true;Label_pred
110;cerchiamo sistemista esperienza ambito network aspiri instaurar rapporto duraturo reciprocit lazienda lobiettivo costruir insiem prospettiva lungo termin il sistemista inserir team dedicato occup assicurar corretto funzionamento dimensionamento sistemi elaborativi infrastruttur tecnologich relativament gestion reti locali servizi sicurezza garantendo lerogazion servizi lintegrit dati sistema informativo client;System Analyst;System Analyst
111;brb develop srl ricerca sviluppator softwar junior inserir proprio organico si richied conoscenza php laravel oppur c wpf gli interessati possesso requis descritti possono inviar proprio curriculum vita corredato consenso trattamento dati personali info brbdevelop com;Web Developer;Programmer
112;sviluppo softwar mirato piattaform embed fascia alta identificar gestir rischi relativi softwar modo ridurr minimo effetto funzionalit consegna lavorar stretto contatto ingegneri meccanici hardwar fpga softwar fornir soluzioni softwar soddisfino esigenz azienda lo sviluppo sar principalment c c variet linguaggi script conoscenza fluent lingua ingles disponibilit viaggiar;Software Engineer;Software Engineer
113;progettazion db ambient mssqlserver tsql store procedur function trigger cursori etc utilizzo web servic rest soap;Web Developer;Programmer
114;datacod ricerca junior develop competenz base stack front html css javascript obiettivo formazion interna crescita professional le principali attivit sviluppo siti applicazioni web php laravel sviluppo siti web respons html and css competenz tecnich base php html html websit respons css css javascript jqueri lingu ingles sede lavoro modena inviar cv job datacod it;Web Developer;Web Developer
115;si tratta solida realt riconosciuta settor territorio interno sar approccio stimolant attento confronti team la risorsa selezionata verr inserita interno team lavoro gi costituito mansioni responsabilit svolt autonomia implementazion evoluzion softwar interno azienda sviluppo eventuali nuovi applicativi organizzazion tecnica progetti necessari azienda;Java Developer;Java Developer
116;societ consulenza aziendal informatica nuov tecnologi ricerca risorsa inserir sviluppator java net appartenent categori protett l la risorsa cercando occup collaborar proprietari prodotti progettisti altri sviluppatori crear miglior esperienza clienti oltrepassar confini tradizionali frontend backend progettando offrendo funzionalit servizi performanti mantenibili scalabili pensar termini componenti sistemi considerando esperienza utent olistica corregger rapidament bug risolver problemi clienti operar sviluppo prodotti basati dati mediant analisi test a b ecc buona conoscenza seguenti linguaggi programmazion net php javascript java databas mysql microsoft sql server conoscenz html css bootstrap x framework laravel synfoni codeignit conoscenza object orient almeno due;Java Developer;Java Developer
117;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
118;profilo develop java senior localit roma a causa emergenza covid lavoro potrebb iniziar smartwork;Java Developer;Java Developer
119;un sistemista possesso certificazion microsoft mcse product solut expert equivalenti inserir presso client affari esteri si occup implementazion gestion sistemi servizi microsoft exchang skype for busi sono richiest competenz script powershel;System Analyst;System Analyst
120;per client ricerca risorsa sistemista infrastruttural window senior;System Analyst;System Analyst
121;cooperjob spa agenzia lavoro ricerca azienda pordenon opera settor inform and commun technolog specializzata sviluppo softwar integrazion sistemi enterpris asset manag internet of thing tecnologi smart planet programmator trice informatico iscritto collocamento mirato fini adempimento obblighi previsti legg;Programmer;Programmer
122;la risorsa inserita team sviluppo svolger attivit progettazion sw embed rapportandosi migliori pi avanz tecnologi ambito applianc;Software Engineer;Software Engineer
123;back end develop la figura dovr esser grado realizzar autonomia applicazioni web consentir attivit backoffic coordinar sviluppi web la piattaforma commerc realizzata framework proprietario java candidato potr utilizzar java altri linguaggi c framework scelta part interfacc admin dovranno poi dialogar tramit api rest applicativo commerc esistent il candidato collabor inoltr team sviluppo esistent esterno piattaforma commerc custom modo coordinar analisi sviluppi;Programmer;Programmer
124;la risorsa occup customizzazioni manutenzioni evolut piattaforma cloud fornisc supporto gestional processi aziendali;Programmer;Web Developer
125;si ricerca sistemista base dwdm esperienza attivit noc coordinamento tecnici campo troubleshoot risoluzion guasti la risorsa dovr operar interno struttura noc monitorar rete client fornir assistenza primo livello problematich campo coordinar tecnici sito risoluzoin guasti;System Analyst;System Analyst
126;la risorsa sar inserita interno division elettrica occup progettazion softwar automazion sviluppo applicazioni macchin automatich manpow compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www manpow it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Software Engineer;Programmer
127;sviluppator full stack la risorsa inserita occup principalment sviluppar estender applicazioni sviluppar servizi comuni esecuzion collaborar team definizion architettura d esecuzion ottimizzar prestazioni applicazion crear documentazion tecnica progetto;Java Developer;Java Developer
128;cerco php junior almeno mesi esperienza opportunit lavorativa milano prevista assunzion tempo indeterminato l attivit svolger presso sede bsolut group;Web Developer;Web Developer
129;sviluppator firmwar inserir attivit progettuali;Programmer;Programmer
130;il candidato dovr occuparsi realizzazion applicativi web piattaforma net linguaggi c html css javascript;Software Engineer;Programmer
131;si ricerca network secur engin maturato esperienza almeno anni ruolo attivit oper chang manag troubleshoot infrastruttura network secur client attivit prevista regim smatwork;System Analyst;System Analyst
132;collaborerai resto squadra operant diversi livelli infrastruttura mostrando buon capacit analisi problem solv per ricoprir ruolo fondamental possieda conoscenza approfondita processi tecnologi sviluppo softwar solida esperienza contesti strutturati trovar problemi risolverli codic bello meticoloso talenti distinguono massa vorremmo conoscerti previsto impiego sviluppo am obiettivi analizzar sviluppar piattaforma lato backend gestendo nuov implementazioni anomali riscontr successiva verifica ambient test operar linea metodologi utilizz team sviluppo proporr ide migliorarl responsabilit progettar costruir manutener codic java efficient riutilizzabil affidabil garantir migliori prestazioni qualit reattivit applicazioni individuar colli bottiglia bug escogitar soluzioni aiutar mantener qualit organizzazion automazion codic implementazion debug preparazion specifich tecnich sotto supervision gestir attivit progettazion studi fattibilit documentazion tecnica definendon stime piani progetto dettagliati gestir progetto attraverso prospettiva tecnica altra pi coerent possibil stakehold coinvolti esser punto riferimento componenti team;Java Developer;Java Developer
133;per important realt settor informatico ricerca analista programmator progetti java ee la persona verr inserita team sviluppo seguir progetti gradi raccolta analisi requis client fasi sviluppo test;Java Developer;Java Developer
134;descrizion randstad technolog division specializzata ricerca selezion profili it randstad italia cerca professionisti desiderano lavorar progetti innovativi nuov tecnologi condividono fort orientamento azienda lavoro gruppo per prestigiosa azienda leader mercato nazional sistemi informativi ambito rail cercando linux softwar develop il candidato occup principalment progettazion softwar piattaform x arm progettazion firmwar microcontrollori bit requis laurea magistral ingegneria informatica elettronica telecomunicazioni titolo equivalent esperienza maturata ruolo analogo almeno anni buona conoscenza linguaggi c c gnu toolchain buona conoscenza strumenti version subvers git capacit gestir progettazion softwar autonomia buona conoscenza ingles tecnico cosa vien offerto contratto lavoro tempo indeterminato rang salari commisurato esperienza gestion attivit interament remoto formazion la risorsa sar coinvolta attivit form utili valorizzar competenz possedut potenzial crescita crescita professional sede lavoro full remot sporadich trasfert bologna la ricerca rivolta candidati entrambi sessi legg i dati trattati conservati esclusivament fini selezioni presenti futur garantendo diritti art decreto legislativo i candidati ambosessi l invitati legger informativa privaci sensi art regolamento ue protezion dati gdpr;Software Engineer;Software Engineer
135;la risors occup sviluppar manutentar softwar sviluppo nuovi prodotti i softwar realizzati controlli elettronici app soluzioni cloud;Programmer;Software Engineer
136;per azienda client operant settor inform and commun technolog ricerca programmator;Programmer;Programmer
137;la risorsa selezion occupera svolger seguenti mansioni gestion attivita progettazion project manag applicazioni web angular piattaforma asp net linguaggi c typescript javascript conoscenza metodologi sviluppo agil strumenti sviluppo visual studio visual studio code realizzazion app videogiochi;Web Developer;Web Developer
138;garantir progettazion sviluppo softwar applicazioni area amministrativa commercial analizzar richiest clienti interni strutturar azioni necessari risoluzion problematich vengono riscontr seguir manutenzion ordinaria sistemi competenza assicurando aggiornamento ottimizzazion applicazioni base esigenz clienti evoluzion tecnologica gestion dati base interazioni strumenti busi analysi;System Analyst;Java Developer
139;per ampliamento organico ricerchiamo softwar design engin esperienza almeno anni ruolo;Software Engineer;Software Engineer
140;offert lavoro sviluppator tibco su jobatu puoi veder tutt offert lavoro sviluppator conoscenza tibco puoi trovar offert simili analista sviluppator tibco iscriverti altri lavori sviluppator tibco junior siamo ricerca risorsa possa ricoprir ruolo disviluppator tibco busi workcon almeno anni esperienza attivit manutenzion evolutiva siamo ricerca sviluppator tibco spotfir inserir important progetto ambito energi skill tecnici richiesta approfondita conoscenza skill tecnici richiesta approfondita conoscenza tibco spotfir ricerca unosviluppator tibco spotfireda inserir important progetto nuovo questa offerta lavoro disponibil sviluppator tibco spotfir roma t sviluppator tibco spotfir roma t per progetti partenza breve ricerchiamo analisti sviluppatori competenz ambito integr piattaforma tibco candidati dovranno esser analista sviluppator elast search analyt imprecisato imprecisato imprecisato siamo ricerca pi figur sviluppator java attivit lunga durata important client milano requis necessari;Programmer;Java Developer
141;a i dati trattati conservati relazion finalit conness esigenz recruit contrattuali verranno trattati durata attivit recruit inerenti present annuncio la base giuridica trattamento volont candidato sostener colloquio professional il consenso trattamento condizion necessaria finalit sopra descritt pertanto trattamento potr esser effettuato senza consenso interessato b la societ effettua operazioni trattamento dati anagrafici supporti informatici cartacei dati personali trattati internament societ titolar trattamento ceduti terzi c in qualit interessato candidato titolar diritti art;Java Developer;Web Developer
142;disegno sviluppo moduli softwar interno soluzion sviluppata supporto attivit produzion societ leader settor aeronautico supporto attivit messa produzion manutenzion correttiva evolutiva;Software Engineer;Software Engineer
143;si ricerca programmator phyton conoscenza ambient linux web develop server linux stampa d;Programmer;Programmer
144;cerchiamo professionisti inserir progetti consulenza applicativa sviluppo softwar principali tecnologi collaboriamo principali player mercato operano ambito telco bank insur energi industri ecc ecc il profilo ideal deve esser grado svolger attivit sviluppo correttivo evolutivo tecnologia java ambito assicurativo;Java Developer;Programmer
145;annuncio dedicato person appartenenti categori protett decreto legg energe srl azienda progettazion realizzazion sistemi informativi ricerca propria sede reggio emilia sviluppator softwar full stack annuncio dedicato person appartenenti categori protett legg per sede reggio emilia ricerchiamo sviluppator softwar full stack dedich attivit consulenzial il candidato dovr posseder compentenz specifich seguenti linguaggi programmazion coboljavac verranno valutati sviluppatori softwar esperti altri linguaggi programmazion esperienza biennal programmazion softwar laurea informatica ingegneria matematica fisica disponibilit effettuar trasfert territorio buon doti comun spiccata attitudin problem solv completano profilo precision alto livello flessibilit;Software Engineer;Programmer
146;wardpro storico gold partner microsoft ricerca softwar tester passion tecnologia inserir team focalizzati progetti principalment ambito tecnologi microsoft la risorsa verr inserita interno busi unit data ai gruppo alm occup softwar test il reparto utilizza metodologi agili sviluppo softwar scrum risorsa occup assicurar elevato livello qualit softwar prodotto governar processi test tutt fasi attraverso utilizzo pratich test agil applicazioni desktop cloud base in particolar risorsa occup gestion creazion test strategi test plan definizion accept criteria spiccata propension analisi progettazion sviluppo esecuzion function test case progettazion sviluppo esecuzion test automatici web servic applicazioni creazion bug report track defect continuo aggiornamento defect repositori;Software Engineer;Software Engineer
147;rina ricerca sistemista implementator firmwar apparati avionici ottica potenziamento propria bu il fine consist inserimento risorsa diretto riporto responsabil team roma la risorsa selezionata dovr esser competent svolgimento seguenti attivit;System Analyst;System Analyst
148;eccellenza qualit entusiasmo dinamismo valori caratterizzano lavoro quotidiano permettono raggiunger obiettivi sfidanti esser presenti servizi territorio nazional attraverso sedi roma milano napoli terni chi sceglier entrar far part azienda intraprend percorso professional formazion teso valorizzar competenz acquisit coerentement domanda mercato busi riferimento siamo costant ricerca person motiv appassion interess far part gruppo ognuno potr contribuir attivament raggiungimento obiettivi aziendali siamo ricerca sistemista waf ambito sicurezza avr opportunit partecipar grand progetto lunga visibilit strategico client;System Analyst;System Analyst
149;per ottima realt metalmeccanica ricerca sistemista almeno anni esperienza integrazion organico aziendal la figura ideal maturato esperienza configurazion gestion reti informatich lato hardwar softwar preferibilment ambienti window mansioni supportar formar utenti aziendali implementando best practic configurar mantener dispositivi aziendali scrivania mobil secondo standard aziendali installar configurar softwar applicazioni aziendali creando utenti assegnando diritti;System Analyst;System Analyst
150;lavora nella scuola con una buona retribuzion il candidato dopo periodo formazion affiancamento occup attivit formazion consulenza presso aziend clienti successivament installazion gestional svolto tecnici azienda compito principal sar costitutito affincamento supporto fornito utenti finali corretto utilizzo sistema gestional;Software Engineer;Programmer
151;ricerchiamo sede ponticelli nuova figura professional occup gestion siti web specifico occup manutenzion siti web commerc cm opencart creazion implementazion banner promozioni inserimento prodotti copywrit la figura selezionata fase inizial sar affiancata responsabil web ideal predisposizion lavoro team voglia crescer dopo periodo prova prevista assunzion tempo indeterminato;Programmer;Web Developer
152;prima conoscerci bisogno saper alcun peculiarit futuro candidato php java javascript react angular quali linguaggi conosci il team impronta struttura passo dopo passo siti vetrina commerc propri clienti utilizzando principalment piattaform wordpress prestashop sai lavorar cm sai utilizzar altr piattaform hai mai fare commerc oltr prodotti inviaci candidatura cv allegato lieti conoscer esperienz fine inserirti team giovan dinamico crescita;Programmer;Programmer
153;l ambient lavoro giovan dinamico cercano giovani programmatori orientati obiettivi inclini ascolt divers richiest clienti;Java Developer;Programmer
154;la risorsa avr modo partecipar progetto implementazion nuovo modello integrazion contabil collaborar team coeso ben organizzato;Web Developer;Web Developer
155;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
156;per sede central tavagnacco cigierr compagnia general ristorazion spa ricerchiamo programmator informatico la risorsa ricercando dovr occuparsi sviluppar ottimizzar sistemi informatici affinch corrispondano necessit aziendali;Programmer;Programmer
157;ngtec ricercando figura junior appassionato sviluppo applicativi pc linguaggio csharp la figura debitament affiancata figur senior d azienda sar accompagnata percorso crescita sviluppo ruolo manpow compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www manpow it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Programmer;Programmer
158;il processo miglioramento continuo costituisc elemento fondamental raggiunger eccellenza adottato sistema gestion integrato gruppo sgig gestion qualit sgq ambient sga sicurezza informazion sgsi gestion servizi sg;Java Developer;Java Developer
159;tuotempo softwar as servic crm sanitario pi rapida crescita europa specializzato digitalizzazion operatori sanitari ridisegnando esperienza pazient la tecnologia innovativa scelta preferita maggiori fornitori servizi sanitari spagna italia altri mercati stiamo ora cercando espanderci nuovi membri team rivoluzionar assistenza sanitaria se cercat maggiori informazioni visit sito web http www tuotempo com cerchiamo professionista informatico desidera lavorar azienda agil informal aver possibilit contribuir evoluzion piattaforma servizi sanit puoi far part azienda giovan fort crescita il potenzial crescita professional ruolo molto alto unazienda fondata lavoro remoto quindi puoi lavorar principalment casa piac stare ufficio benvenuto usi pi modern metodologi lavoro agil scrum mvp strumenti collaborazion pi innovativi slack trello gitlab slite etc espandi competenz tecnologi web confrontandoti sfide compless sempr nuov php elk redi aw symfoni mysql galera gearman nginx etc possibilit imparar migliorar lingu stranier lavorando progetti internazionali problem check and bug fix partecipar allevoluzion rifattorizzazion core piattaforma proporr nuov soluzioni basat tecnologi pi recenti progettar implementar supportar sistemi sviluppo ottimizzazion test monitoraggio nuov funzionalit dellapplicazion;Programmer;Programmer
160;se neolaureato materi informatich piacerebb lavorar sviluppator softwar manpow offerta lavoro adatta te stiamo cercando giovani interessati intraprender percorso formazion presso important softwar hous le risors verranno inserit team esperti sviluppatori verranno format attivit programmazion il contratto lavoro offerto tempo indeterminato ccnl riferimento telecomunicazioni manpow compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www manpow it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Software Engineer;Programmer
161;siamo interessati entrar contatto liberi professionisti appartenenti settor it esperienza ambito programmazion conoscenza tecnologi quali;Java Developer;System Analyst
162;la risorsa occup principalment definir applicar migliori pratich analisi progettazion sviluppo manutenzion progetti informatici basati tecnologi enterpris rel architettur softwar definir piani attuazion progetti soluzioni tecnologich realizzazion contribuir innovazion softwar metodologi implementazion rendendo pi efficac flessibil efficient contesto attual punto vista tecnologico economico posseder competenza tecnica ambito progettazion implementazion architettur softwar tutt fasi rispetto ciclo sviluppo sicuro softwar gestir intero ciclo vita architettura softwar recependo cambiamento requis busi definendo soluzion tecnica dettagliata rediger documenti previsti sistemi gestion qualit sicurezza aziendali relativi ciclo vita progetti softwar compresa stesura capitolati tecnici gara rispetto codic appalti pubblici line guida agenzia italia digital merito fornitur infrastruttur servizi connessi ambito ict garantir presidio operativo fase conduzion sistemi realizzati manpow compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www manpow it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Java Developer;Software Engineer
163;wardpro propria busi unit dedicata healthcar necessit espander proprio team person grado gestir supervisionar ciclo vita soluzioni softwar propost clienti per estender team dev healthcar ricerca softwar engin passion tecnologia qualch anno esperienza indirizzar evoluzion architettural progettar miglioramento funzional soluzioni proporr softwar as servic le attivit svolt tipicament caratter operativo consulenzial clienti healthcar wardpro orient analizzar progettar supervisionar ove necessario implementar soluzioni applic clinic report destin aziend sanitari pubblich privat territorio nazional acquisir competenz certificazioni tecnich specifich consentano confidenza ottimizzar soluzioni esser utilizzo as servic cloud progettazion stesura documentazion tecnica soluzioni definizion esigenza operativa relativa manutenzion evolutiva soluzioni implementazion nuovi progetti migrazioni upgrad troubleshoot ambito propri competenz tecnich collabora quando necessario coordina team progetto potr esser costituito personal client esperienz competenz richiest logich ottimizzazion db grandi dimensioni indici relazioni transazioni sviluppo servizi orientati oggetti progettazion architettur finalizz interoperabilit sistemi;Software Engineer;Software Engineer
164;l avvio attivit lavorativa sar smart work proseguir modalit salvo differenti esigenz aziendali fino fine emergenza sanitaria corso;Programmer;Software Engineer
165;siamo ricerca risorsa esperienza ricopra ruolo disviluppator java backend competenz bootstrapda inserir interno progetto altament strutturato;Java Developer;Java Developer
166;siamo ricerca due risors ricoprano posizion disviluppatori microservizi web mobil;Programmer;Programmer
167;supporto personal consult qibit support durant percorso formativo orient verso opportunit professionali linea profilo benefit corso interament gratuito il corso svolger modalit onlin interno aula virtual opportunit entrar dialogo realt aziendal strutturata respiro internazional cosa imparerai durant corso la programmazion oggetti lo sviluppo java programmazion web sviluppo applicazion web spring programmazion web sviluppo applicazion web hibern qibit division ict gi group s p a agenzia lavoro aut min prot n sg specializzata selezion formazion inserimento sviluppo professional profili it mercato italiano i candidati ambosessi d lg n invitati legger informativa privaci sensi artt reg eu seguent indirizzo http www gigroup it privaci candidati;Java Developer;Web Developer
168;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
169;azienda settor food ricerca n collaborator posizion programmator la risorsa dovr occupar dello sviluppo zero app del miglioramento app gi esistent creazion modifich siti web il contratto lavoro intend tipo occasional valuta collaborazion futura gradita residenza zona limitrofa disponibilit immediata zona lavoro milano nord inviar curriculum vita seguent indirizzo email cvstaffitali gmail com;Programmer;Programmer
170;sviluppator java inserir attivit progettuali;Java Developer;Java Developer
171;il candidato occup programmazion linguaggio php java sviluppo web app;Java Developer;Java Developer
172;ac d technolog societ consulenza informatica ricerca sviluppator java conoscenza spring boot spring data spring secur;Java Developer;Java Developer
173;siamo ricerca conto softwar hous giovan continua evoluzion clienti mondo backend develop principali attivit partecipar fasi studio concept pianificazioni servizi backend infrastruttur curar sviluppo progetto automatizzar processi interagir server stage produzion gestir deploy servizi il lavoro svolger prevalentement presso sede azienda sita pinerolo to ambient giovan dinamico tipo contratto;Programmer;Software Engineer
174;cerchiamo sistemista senior esperienza minima anni inserir team work important client sede agrat brianza la risorsa dovr gestir monitorar attivit configurazion manutenzion infrastruttura it piattaforma virtualizzata l attivit consulent specializzato societ svolger direttament presso sedi clienti situati territorio nazional;System Analyst;System Analyst
175;la risorsa sar inserita team risors deput sviluppo manutenzion softwar orientati processi mondo sanit es prenotazion cup gestion ricoveri reparti ospedalieri gestion piani vaccinali ambito amministrativo contabil flussi informativi rendicontazion verso ministeri;Web Developer;Web Developer
176;siamo ricerca pi risors ricoprano posizion sviluppatori ambito back end ambito trasporti siamo ricerca figur senior differenti si va figur senior anni esperienza fino figur junior anno esperienza;Java Developer;Software Engineer
177;cerchiamo professionisti motivati appassionati skill sviluppo multithread inserir progetto grand impatto focu programmazion oo dimestichezza framework net arricchiscono quadro candidato ricercato inserir progetto elevato livello complessit team skillato affiatato lavora pi grandi colossi bancari internazionali una conoscenza ambito front end particolar framework angular completa skillset cerchiamo ti unirai gruppo lavoro eterogeneo coeso collaborazion impegna giorni dare valor clienti crediamo impatto ciascuno pu aver clienti smettiamo mai investir formazion affinar competenz team affinch possano guidar meglio clienti verso obiettivi pi ambiziosi possibili le qualit principali cerchiamo te consolidata esperienza employ transpar avanad is an equal opportun employ avanad prohibit discrimin and harass against ani employe or applic for employ becaus of race color age religion sex nation origin gender ident or express sexual orient disabl veteran militari or marit statu genet inform or ani other protect statu the eeo is the law poster is avail here and poster supplement is avail here the pay transpar polici is avail here avanad is commit to work with and provid reason accommod to individu with disabl if you need reason accommod due to disabl for ani part of the employ process pleas send an mail to avanad at career avanad com or call and let us know the natur of your request and your contact inform;Web Developer;Web Developer
178;i principali compiti sviluppo webapp c java go backend sviluppo webapp html css javascript react js vue js front end sviluppo interfacc soluzion sistemi terzi erp me wm utilizzo approccio test driven tdd quindi general sviluppo unit test stesura specifich funzionali dettaglio supporto test automatici bdd test congiunti tecnici terz parti es interfacc;Web Developer;Web Developer
179;progettazion realizzazion manutenzion siti web servizi api responsabil nuova area webdev gruppo occuperai analisi sviluppo ecommerc piattaforma woocommerc team pm progetto team market implementazion nuovi moduli funzionalit import export dati configurazioni flussi commerc gateway pagamento tool market autom sviluppo softwar backend api interfacc web partecipar processo evoluzion infrastruttura servic orient nell attivit quotidian collaborarai team market definizion tecnologia innovazion;Programmer;Programmer
180;wordpress siti domini gestion commerc cloud centralini voip host python php;Programmer;Programmer
181;ali spa agenzia lavoro filial san dona piav ricerca important azienda client zona treviso n linux softwar firmwar develop pluriennal esperienza mansion;Programmer;Programmer
182;per important azienda client operant settor informatico ricerchiamo profilo sistemista esperto la risorsa inserita interno organico aziendal specifico division compet center system solut occup supportar azienda clienti stessa rispetto sviluppo manutenzion analisi gestion sistemi per tale attivit richiediamo laurea ingegneria affini ottima conoscenza lingua ingles disponibilit trasfert buon capacit relazionali capacit lavorar team conoscenza softwar microsoft sql exchang sharepoint piattaform secur network ottima conoscenza sistemi operativi window ottima conoscenza piattaform microsoft hyper v vmware vsphere esxi esx ottima conoscenza piattaform microsoft offic azur conoscenza approfondita mysql mariadb postgresql conoscenza approfondita strumenti util ambito redhat cento debian linux;System Analyst;System Analyst
